iter	Logloss
0	0.6514962784
1	0.6206803695
2	0.5996148159
3	0.5844999487
4	0.5692637133
5	0.5565390899
6	0.5466022066
7	0.5372042844
8	0.5295006473
9	0.5221440022
10	0.5176623719
11	0.5127201478
12	0.5093199938
13	0.5062269023
14	0.5028821231
15	0.499478722
16	0.4966689109
17	0.4919723193
18	0.489546095
19	0.487868791
20	0.4862687134
21	0.4844606511
22	0.4827094116
23	0.4811886226
24	0.4794956978
25	0.4774337977
26	0.4761382815
27	0.4749833963
28	0.473369453
29	0.4724357599
30	0.4714619618
31	0.46959949
32	0.4681865108
33	0.4670207437
34	0.4662068392
35	0.4653795079
36	0.463931338
37	0.4631911935
38	0.4623862403
39	0.4613483794
40	0.4599433861
41	0.4588281671
42	0.4575401542
43	0.4568329187
44	0.4556898807
45	0.4549170027
46	0.4541829573
47	0.4535353089
48	0.4519471663
49	0.4513067579
50	0.4504765306
51	0.449768198
52	0.4494448565
53	0.4488488094
54	0.4480457868
55	0.4468281552
56	0.4463038057
57	0.4443006591
58	0.4435957052
59	0.4430578411
60	0.4427997032
61	0.4423816717
62	0.4417935666
63	0.4412716304
64	0.4406510112
65	0.4397275419
66	0.4392009985
67	0.4387347443
68	0.4382739749
69	0.4375491002
70	0.4373433972
71	0.4369923244
72	0.4362256772
73	0.4358203265
74	0.435322392
75	0.4339793553
76	0.4333231067
77	0.4329094191
78	0.4326230672
79	0.4320436501
80	0.4316931916
81	0.4310663417
82	0.4304833704
83	0.4297759593
84	0.4292790778
85	0.4288969828
86	0.4284842606
87	0.4274710155
88	0.4261545254
89	0.4255729143
90	0.4248024936
91	0.4244028471
92	0.4240897293
93	0.4232411169
94	0.4221229142
95	0.4215828562
96	0.4211417006
97	0.4206979561
98	0.4199577238
99	0.4192920413
100	0.4179957353
101	0.4175020132
102	0.4172133796
103	0.4163652498
104	0.4161056639
105	0.4152910135
106	0.4144259905
107	0.4136838714
108	0.4132017332
109	0.4122461885
110	0.4121503576
111	0.411404816
112	0.4106719554
113	0.409766564
114	0.4093485763
115	0.4087035167
116	0.4079294541
117	0.4076278325
118	0.4068127871
119	0.4065130523
120	0.4062654014
121	0.4055178414
122	0.4045857718
123	0.4040718216
124	0.4030394894
125	0.4029536628
126	0.4026695049
127	0.4022390995
128	0.4016927668
129	0.4014495915
130	0.4008704816
131	0.4001223511
132	0.4000428431
133	0.3998373156
134	0.3997228802
135	0.3995489454
136	0.3990520639
137	0.3986309608
138	0.3981648383
139	0.3973770416
140	0.3969121038
141	0.3961195682
142	0.3953827584
143	0.3946200603
144	0.393887068
145	0.3933478437
146	0.392919369
147	0.3923880428
148	0.3920783037
149	0.3912874355
150	0.3903219743
151	0.3901313656
152	0.3891058345
153	0.3888015363
154	0.3881930715
155	0.387778989
156	0.3876084767
157	0.3871427052
158	0.3866731162
159	0.3863387612
160	0.3858516208
161	0.3854946243
162	0.3851092823
163	0.3845160873
164	0.3841599684
165	0.3834274149
166	0.3828768699
167	0.3824321601
168	0.3821537064
169	0.3815975011
170	0.3809690715
171	0.3807663085
172	0.3802277862
173	0.3797276577
174	0.3790299877
175	0.3782733448
176	0.3778313555
177	0.377504767
178	0.3769348715
179	0.3765223686
180	0.3761083739
181	0.3755747221
182	0.3752413324
183	0.3748229937
184	0.3740487116
185	0.3738375677
186	0.3734490664
187	0.3731876376
188	0.3726291506
189	0.372540077
190	0.3721564023
191	0.3715499121
192	0.3712675093
193	0.3708695303
194	0.3704423281
195	0.3697639208
196	0.3695475553
197	0.36893637
198	0.3685218926
199	0.3680570206
200	0.3676948465
201	0.3676424335
202	0.367438749
203	0.367164354
204	0.3669610425
205	0.3666254588
206	0.3660703943
207	0.3657003001
208	0.3652350771
209	0.3646510527
210	0.3644145469
211	0.3639401313
212	0.3630720587
213	0.3626093806
214	0.3621457153
215	0.3617106807
216	0.3614008757
217	0.3609397992
218	0.3601294051
219	0.3597330934
220	0.3596474862
221	0.359219187
222	0.3588252009
223	0.3584488979
224	0.3580788476
225	0.3576464896
226	0.3573125734
227	0.3570731278
228	0.3568046784
229	0.3563527286
230	0.3558788396
231	0.3554078465
232	0.3551388486
233	0.3546879958
234	0.3544293533
235	0.354091115
236	0.3535721187
237	0.3530766853
238	0.3525883821
239	0.3521977746
240	0.3516486337
241	0.3512795926
242	0.3509880411
243	0.3502110386
244	0.3496922178
245	0.3495526399
246	0.3492528612
247	0.3489208976
248	0.3486226765
249	0.3480496876
250	0.3475529817
251	0.347093419
252	0.3468321218
253	0.3466503546
254	0.3463060611
255	0.3459785072
256	0.3455657849
257	0.3450821987
258	0.3446528684
259	0.3442371404
260	0.3436222255
261	0.3432819687
262	0.3428166141
263	0.3425092005
264	0.3419714022
265	0.3417887355
266	0.3413227007
267	0.3409139275
268	0.340579375
269	0.3399956139
270	0.3395460555
271	0.3392741836
272	0.3387594216
273	0.3383605869
274	0.3377418765
275	0.3374946205
276	0.3372225731
277	0.3367812858
278	0.336635894
279	0.3362868835
280	0.3357723409
281	0.3357177998
282	0.3354846727
283	0.3351116605
284	0.334639395
285	0.3343970315
286	0.3343602612
287	0.3339740196
288	0.3335891603
289	0.3333433523
290	0.3329266371
291	0.3325264421
292	0.3321936886
293	0.3320221232
294	0.3316588522
295	0.3312758138
296	0.3306646944
297	0.3303327087
298	0.3300864181
299	0.3297795968
300	0.3294653601
301	0.3293338559
302	0.3292111932
303	0.3287769704
304	0.3284479686
305	0.3279229609
306	0.3274600854
307	0.3273775497
308	0.3269708827
309	0.3267738019
310	0.3264779284
311	0.3261530072
312	0.3260157988
313	0.3254970657
314	0.3250817985
315	0.3249386665
316	0.3248906633
317	0.3243935185
318	0.3238887609
319	0.3235847698
320	0.3233454339
321	0.323118011
322	0.3227993206
323	0.3224337459
324	0.3222435102
325	0.3219028585
326	0.3215048137
327	0.3212836654
328	0.3207479075
329	0.3204370275
330	0.320142251
331	0.3197496909
332	0.3194920796
333	0.3193315935
334	0.3191762632
335	0.3190200115
336	0.3187029884
337	0.3183932493
338	0.3180592014
339	0.3178318224
340	0.3174182445
341	0.3171780749
342	0.3168150451
343	0.3163722221
344	0.3159609259
345	0.3156087561
346	0.315341667
347	0.315050291
348	0.3146170116
349	0.3142819106
350	0.3138354238
351	0.3134488093
352	0.313044402
353	0.3130275965
354	0.3128065799
355	0.312494932
356	0.3120449129
357	0.3116008833
358	0.311308169
359	0.3110309878
360	0.3106613104
361	0.3103302024
362	0.3099440706
363	0.3096074557
364	0.3093453468
365	0.3089455029
366	0.3086100948
367	0.3081221865
368	0.3078667691
369	0.307594239
370	0.3072849825
371	0.3069257044
372	0.3065314769
373	0.3059538588
374	0.3057347071
375	0.3052815726
376	0.3049655149
377	0.3046986013
378	0.3043821926
379	0.3039602558
380	0.3036237946
381	0.3033140773
382	0.3027917902
383	0.3025695669
384	0.302422047
385	0.3021826014
386	0.3017519766
387	0.3015355673
388	0.3013584293
389	0.3011309626
390	0.300910297
391	0.3006978148
392	0.3005262275
393	0.3000548614
394	0.2996193881
395	0.2995636623
396	0.2992871831
397	0.2989394012
398	0.2985662135
399	0.2983858724
400	0.2981425655
401	0.2979191794
402	0.2974574667
403	0.2973965851
404	0.2972213559
405	0.2969244951
406	0.29674196
407	0.2964498162
408	0.2961251803
409	0.2959203768
410	0.2956238451
411	0.2951195701
412	0.294758844
413	0.294464594
414	0.2941858551
415	0.2938707627
416	0.2935579301
417	0.2933612442
418	0.2932201745
419	0.2931797184
420	0.2930102372
421	0.2927939815
422	0.2926129822
423	0.292417108
424	0.2920745038
425	0.2919530478
426	0.2914222701
427	0.291124444
428	0.2909460335
429	0.2907802601
430	0.2904620085
431	0.290134674
432	0.2897503851
433	0.2894691231
434	0.2891552155
435	0.2888669549
436	0.2885842011
437	0.2883761946
438	0.2883078755
439	0.2881378459
440	0.2876209119
441	0.2874478547
442	0.2871239427
443	0.2870334869
444	0.2866012606
445	0.2864769525
446	0.286217235
447	0.2861638786
448	0.2860735983
449	0.2858913923
450	0.285634154
451	0.2854436111
452	0.2851340694
453	0.2849079409
454	0.2846952832
455	0.2845249245
456	0.2843386817
457	0.2841101399
458	0.2837046137
459	0.2832652571
460	0.2827428602
461	0.2824639239
462	0.2821714948
463	0.2820493148
464	0.281908618
465	0.2817989654
466	0.2815418367
467	0.2814704462
468	0.2813235406
469	0.281281439
470	0.2809408532
471	0.2808152507
472	0.2806047211
473	0.2804421508
474	0.2802807214
475	0.2801963428
476	0.2801084758
477	0.2797796275
478	0.2795007789
479	0.2789962626
480	0.278860568
481	0.27874633
482	0.2784922728
483	0.2783181624
484	0.2780021486
485	0.2778756905
486	0.277739579
487	0.2776135377
488	0.2773728854
489	0.2772269451
490	0.2769618744
491	0.2768831342
492	0.2766125787
493	0.2761224765
494	0.2758702183
495	0.2755720631
496	0.2754139684
497	0.2751521228
498	0.2749827294
499	0.274735232
500	0.2744678577
501	0.2742077891
502	0.2741571093
503	0.2740461403
504	0.2739030521
505	0.2738766372
506	0.2736020887
507	0.2732171635
508	0.2729824349
509	0.2727105849
510	0.272520415
511	0.2722996616
512	0.2721977536
513	0.2719385626
514	0.2716628952
515	0.2714746998
516	0.2713158372
517	0.2711762155
518	0.2708663008
519	0.2707331731
520	0.2705147892
521	0.2704103142
522	0.2702888363
523	0.2701158009
524	0.2697410556
525	0.2695956419
526	0.2694996135
527	0.2691492866
528	0.2688751769
529	0.2685990488
530	0.2683480631
531	0.268307958
532	0.2680781438
533	0.2678385007
534	0.2677157064
535	0.2675829955
536	0.2674160374
537	0.267245569
538	0.2670840079
539	0.2668548299
540	0.2666135414
541	0.2664504884
542	0.2661978573
543	0.265998056
544	0.2658400052
545	0.2656067684
546	0.2655003408
547	0.2653178936
548	0.2651413699
549	0.2650218007
550	0.2649264963
551	0.2647564228
552	0.264564761
553	0.2642630735
554	0.2639509869
555	0.2637487503
556	0.263543179
557	0.2632962082
558	0.2631201672
559	0.2628613053
560	0.2626371514
561	0.2625040895
562	0.2624925933
563	0.2623782237
564	0.2622653459
565	0.2621813184
566	0.2619308592
567	0.2618189249
568	0.2615862146
569	0.261361227
570	0.2611459585
571	0.2609913961
572	0.2608003047
573	0.2605278405
574	0.2602024147
575	0.2600401077
576	0.2599911172
577	0.2597419744
578	0.2595805889
579	0.2593451801
580	0.2591058661
581	0.2589174075
582	0.2585966548
583	0.2583557173
584	0.2582797415
585	0.2580740166
586	0.2580259695
587	0.2576682929
588	0.2574872717
589	0.2573267637
590	0.2572138201
591	0.2569592803
592	0.2568030066
593	0.2564549833
594	0.2562658665
595	0.25608818
596	0.2558714855
597	0.2557272565
598	0.2556951373
599	0.255433906
600	0.2552771496
601	0.2550664665
602	0.254926384
603	0.2548313429
604	0.2545599975
605	0.2543538558
606	0.2541492937
607	0.2540824665
608	0.254000589
609	0.2537084452
610	0.2535951945
611	0.2533299482
612	0.2532359602
613	0.2530541931
614	0.2527995216
615	0.2526810274
616	0.2525317084
617	0.2523017845
618	0.2521093987
619	0.2518798916
620	0.2516634164
621	0.2513925098
622	0.2511889789
623	0.2509899455
624	0.2509053914
625	0.2507544051
626	0.2505821376
627	0.2504839153
628	0.250248704
629	0.2500875817
630	0.2498725326
631	0.2497866183
632	0.2496487517
633	0.2496110161
634	0.2494911397
635	0.249264726
636	0.2489978343
637	0.2488488445
638	0.2485825013
639	0.2483841699
640	0.2481642064
641	0.2479606535
642	0.2478887145
643	0.2476931256
644	0.2473753786
645	0.2472562701
646	0.2471495353
647	0.2469784965
648	0.246838063
649	0.2466390735
650	0.246407526
651	0.2461586684
652	0.2460018024
653	0.2457847787
654	0.2455853723
655	0.2453271247
656	0.245069667
657	0.2449298697
658	0.2447379007
659	0.2444659411
660	0.244255587
661	0.2441343942
662	0.2438581783
663	0.243660571
664	0.2435819186
665	0.2433590371
666	0.2431958526
667	0.2430681438
668	0.2428220726
669	0.2424724477
670	0.242176289
671	0.241987238
672	0.2418395864
673	0.2417393238
674	0.2415325897
675	0.2414322174
676	0.241156528
677	0.2410213161
678	0.2408475348
679	0.2406827925
680	0.240502978
681	0.2403709691
682	0.2402342872
683	0.2401363063
684	0.2400115594
685	0.2398937014
686	0.2397238692
687	0.2395791795
688	0.2393968419
689	0.2392933981
690	0.2390058176
691	0.2388358318
692	0.2387151876
693	0.2384544389
694	0.2382627332
695	0.2381570735
696	0.2380056045
697	0.2379310986
698	0.2377891074
699	0.2376365854
700	0.2373931029
701	0.237368838
702	0.2371995982
703	0.2369866553
704	0.2365254033
705	0.2364047371
706	0.2361992974
707	0.2360812639
708	0.2358096114
709	0.2355455279
710	0.2355344486
711	0.2354557962
712	0.2353262884
713	0.2351663509
714	0.2350141359
715	0.2348850889
716	0.2347003161
717	0.2345664643
718	0.2345125156
719	0.2343549475
720	0.2341359054
721	0.2339854237
722	0.2339052575
723	0.2337743017
724	0.2337230954
725	0.2335548428
726	0.2334027157
727	0.233337885
728	0.2330947097
729	0.2328808015
730	0.2327682089
731	0.232694076
732	0.2325640198
733	0.2323835909
734	0.2322939688
735	0.2320912277
736	0.2319408337
737	0.2319355683
738	0.2317940159
739	0.2316534507
740	0.2314696651
741	0.2312987799
742	0.2311264027
743	0.2310692508
744	0.2309439774
745	0.2308188794
746	0.2306443742
747	0.2305030411
748	0.2303222832
749	0.2301333419
750	0.2300185335
751	0.2299164279
752	0.2296667805
753	0.2296064035
754	0.2295183611
755	0.2293615389
756	0.2291564941
757	0.2289395363
758	0.2288849733
759	0.2287909633
760	0.22859408
761	0.2285010134
762	0.2283905271
763	0.2282996764
764	0.2280553164
765	0.227980613
766	0.2278425709
767	0.2277231991
768	0.2275568114
769	0.2274800896
770	0.2273122101
771	0.2272457339
772	0.2270318476
773	0.2269507819
774	0.2267455616
775	0.2266365671
776	0.2265624122
777	0.226412128
778	0.2262557885
779	0.2262077853
780	0.2261337401
781	0.2259940086
782	0.2257602892
783	0.2256588857
784	0.2255012079
785	0.2253351273
786	0.2252070456
787	0.2251470636
788	0.2250855019
789	0.2249941905
790	0.2248228445
791	0.2246766848
792	0.2244889282
793	0.2244108901
794	0.224325963
795	0.2242226727
796	0.2241278511
797	0.2239914324
798	0.2238255274
799	0.2236663796
800	0.2235920493
801	0.2234716902
802	0.2232776809
803	0.2230185557
804	0.2228461128
805	0.2226009191
806	0.2225090372
807	0.2223765238
808	0.2221408737
809	0.2221064948
810	0.2220245296
811	0.2218127055
812	0.2216232157
813	0.221499478
814	0.2213966704
815	0.2212010595
816	0.2209932943
817	0.2209093984
818	0.2208891265
819	0.2207793422
820	0.2205617262
821	0.2204419156
822	0.2204034999
823	0.2202014608
824	0.2200230503
825	0.2199688602
826	0.2198269129
827	0.2196452774
828	0.2195714955
829	0.2194422949
830	0.2193447527
831	0.2190820953
832	0.2189391168
833	0.2187707107
834	0.2187098949
835	0.2186295532
836	0.2184383741
837	0.2182650974
838	0.2181777351
839	0.2180692671
840	0.2179366221
841	0.217772911
842	0.2176257421
843	0.2174974849
844	0.2173672093
845	0.2172221027
846	0.2170866933
847	0.2170068342
848	0.2169484317
849	0.216861925
850	0.2167001665
851	0.2164948585
852	0.2163595149
853	0.2162548644
854	0.2160766953
855	0.2159877972
856	0.2157573906
857	0.2156242628
858	0.2155865272
859	0.2154872738
860	0.2153827988
861	0.2152869679
862	0.2152125717
863	0.2151175964
864	0.2150287861
865	0.2148100512
866	0.2146832859
867	0.2145950241
868	0.2144206724
869	0.2143226037
870	0.2141156721
871	0.2140642244
872	0.2139742952
873	0.2137108699
874	0.2135541136
875	0.2134874619
876	0.2133211839
877	0.2131633087
878	0.2130593822
879	0.2127836928
880	0.212680973
881	0.2125977572
882	0.2123878199
883	0.21228804
884	0.2122548897
885	0.2121775097
886	0.2120336756
887	0.2119237377
888	0.2117637344
889	0.2116345996
890	0.2115305195
891	0.2113767469
892	0.2112736102
893	0.2111490388
894	0.2109717911
895	0.2108836609
896	0.2107991507
897	0.2106802397
